Step,Win percentage,Player,Parent action,Action,al_bridge_1,al_bridge_2,al_bridge_3,al_escape_1,al_escape_2,al_escape_3,en_bridge_1,en_bridge_2,en_bridge_3,en_escape_1,en_escape_2,en_escape_3,al_pawns,en_pawns
3,Nan,1,"(2, 'EAST', 'v', 1, 2)","(2, 'EAST', 'h', 2, 3)",3,2,3,2,1,3,3,4,3,3,4,3,0,0
3,Nan,1,"(2, 'EAST', 'v', 1, 2)","(2, 'EAST', 'h', 3, 3)",3,3,2,2,2,2,3,4,3,3,4,3,0,0
3,Nan,1,"(2, 'EAST', 'v', 1, 2)","(2, 'EAST', 'v', 4, 2)",3,3,2,2,2,2,3,4,3,3,4,3,0,0
3,Nan,1,"(2, 'EAST', 'v', 1, 2)","(2, 'EAST', 'v', 1, 3)",2,3,3,1,2,3,3,4,3,3,4,3,0,0
3,Nan,1,"(2, 'EAST', 'v', 1, 2)","(2, 'EAST', 'v', 2, 3)",3,2,3,2,1,3,3,4,3,3,4,3,0,0
3,Nan,1,"(2, 'EAST', 'v', 1, 2)","(2, 'EAST', 'v', 4, 3)",3,3,2,2,2,2,3,4,3,3,4,3,0,0
3,Nan,1,"(2, 'EAST', 'v', 1, 2)","(2, 'SOUTH', 'h', 0, 3)",2,3,3,1,2,3,3,4,4,3,4,4,0,0
3,Nan,1,"(2, 'EAST', 'v', 1, 2)","(2, 'SOUTH', 'h', 1, 3)",2,2,3,2,2,3,3,4,4,3,4,4,0,0
3,Nan,1,"(2, 'EAST', 'v', 1, 2)","(2, 'SOUTH', 'h', 2, 3)",3,2,3,2,1,3,3,4,4,3,4,4,0,0
3,Nan,1,"(2, 'EAST', 'v', 1, 2)","(2, 'SOUTH', 'h', 3, 3)",3,3,2,2,2,2,3,4,4,3,4,4,0,0
3,Nan,1,"(2, 'EAST', 'v', 1, 2)","(2, 'SOUTH', 'v', 4, 2)",3,3,2,2,2,2,3,4,4,3,4,4,0,0
3,Nan,1,"(2, 'EAST', 'v', 1, 2)","(2, 'SOUTH', 'v', 1, 3)",2,3,3,1,2,3,3,4,4,3,4,4,0,0
3,Nan,1,"(2, 'EAST', 'v', 1, 2)","(2, 'SOUTH', 'v', 2, 3)",3,2,3,2,1,3,3,4,4,3,4,4,0,0
3,Nan,1,"(2, 'EAST', 'v', 1, 2)","(2, 'SOUTH', 'v', 4, 3)",3,3,2,2,2,2,3,4,4,3,4,4,0,0
3,62.0,1,"(2, 'SOUTH', 'h', 1, 2)","(0, 'WEST', 'h', 0, 3)",3,3,3,2,2,3,3,4,4,3,3,3,0,0
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(0, 'WEST', 'h', 1, 3)",3,2,3,3,2,3,3,4,4,3,3,3,0,0
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(0, 'WEST', 'h', 2, 3)",4,2,3,3,1,3,3,4,4,3,3,3,0,0
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(0, 'WEST', 'h', 2, 4)",4,3,2,3,2,2,3,4,4,3,3,3,0,0
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(0, 'WEST', 'h', 3, 4)",4,3,2,3,2,2,3,4,4,3,3,3,0,0
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(0, 'WEST', 'v', 1, 2)",3,3,3,2,2,3,3,4,4,3,3,3,0,0
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(0, 'WEST', 'v', 1, 3)",3,3,3,2,2,3,3,4,4,3,3,3,0,0
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(0, 'WEST', 'v', 2, 3)",4,2,3,3,1,3,3,4,4,3,3,3,0,0
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(0, 'WEST', 'v', 3, 3)",4,3,2,3,2,2,3,4,4,3,3,3,0,0
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(0, 'NORTH', 'h', 0, 3)",3,3,3,2,2,3,4,4,4,3,2,3,0,0
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(0, 'NORTH', 'h', 1, 3)",3,2,3,3,2,3,4,4,4,3,2,3,0,0
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(0, 'NORTH', 'h', 2, 3)",4,2,3,3,1,3,4,4,4,3,2,3,0,0
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(0, 'NORTH', 'h', 2, 4)",4,3,2,3,2,2,4,4,4,3,2,3,0,0
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(0, 'NORTH', 'h', 3, 4)",4,3,2,3,2,2,4,4,4,3,2,3,0,0
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(0, 'NORTH', 'v', 1, 2)",3,3,3,2,2,3,4,4,4,3,2,3,0,0
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(0, 'NORTH', 'v', 1, 3)",3,3,3,2,2,3,4,4,4,3,2,3,0,0
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(0, 'NORTH', 'v', 2, 3)",4,2,3,3,1,3,4,4,4,3,2,3,0,0
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(0, 'NORTH', 'v', 3, 3)",4,3,2,3,2,2,4,4,4,3,2,3,0,0
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'WEST', 'h', 0, 3)",3,3,3,1,2,3,3,4,4,1,3,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'WEST', 'h', 1, 3)",3,2,3,2,2,3,3,4,4,1,3,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'WEST', 'h', 2, 3)",4,2,3,2,1,3,3,4,4,1,3,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'WEST', 'h', 2, 4)",4,3,2,2,2,2,3,4,4,1,3,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'WEST', 'h', 3, 4)",4,3,2,2,2,2,3,4,4,1,3,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'WEST', 'v', 1, 2)",3,3,3,2,2,3,2,4,4,1,3,4,0,0
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'WEST', 'v', 1, 3)",3,3,3,1,2,3,3,4,4,1,3,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'WEST', 'v', 2, 3)",4,2,3,2,1,3,3,4,4,1,3,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'WEST', 'v', 3, 3)",4,3,2,2,2,2,3,4,4,1,3,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'NORTH', 'h', 0, 3)",3,3,3,1,2,3,3,3,4,2,3,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'NORTH', 'h', 1, 3)",3,2,3,2,2,3,3,3,4,2,3,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'NORTH', 'h', 2, 3)",4,2,3,2,1,3,3,3,4,2,3,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'NORTH', 'h', 2, 4)",4,3,2,2,2,2,3,3,4,2,3,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'NORTH', 'h', 3, 4)",4,3,2,2,2,2,3,3,4,2,3,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'NORTH', 'v', 1, 2)",3,3,3,2,2,3,2,3,4,2,3,4,0,0
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'NORTH', 'v', 1, 3)",3,3,3,1,2,3,3,3,4,2,3,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'NORTH', 'v', 2, 3)",4,2,3,2,1,3,3,3,4,2,3,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'NORTH', 'v', 3, 3)",4,3,2,2,2,2,3,3,4,2,3,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'SOUTH', 'h', 0, 3)",3,3,3,1,2,3,3,2,4,2,2,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'SOUTH', 'h', 1, 3)",3,2,3,2,2,3,3,2,4,2,2,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'SOUTH', 'h', 2, 3)",4,2,3,2,1,3,3,2,4,2,2,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'SOUTH', 'h', 2, 4)",4,3,2,2,2,2,3,2,4,2,2,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'SOUTH', 'h', 3, 4)",4,3,2,2,2,2,3,2,4,2,2,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'SOUTH', 'v', 1, 2)",3,3,3,2,2,3,2,2,4,2,2,4,0,0
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'SOUTH', 'v', 1, 3)",3,3,3,1,2,3,3,2,4,2,2,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'SOUTH', 'v', 2, 3)",4,2,3,2,1,3,3,2,4,2,2,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(1, 'SOUTH', 'v', 3, 3)",4,3,2,2,2,2,3,2,4,2,2,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'NORTH', 'h', 0, 3)",3,3,3,1,2,3,3,4,3,2,4,3,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'NORTH', 'h', 1, 3)",3,2,3,2,2,3,3,4,3,2,4,3,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'NORTH', 'h', 2, 3)",4,2,3,2,1,3,3,4,3,2,4,3,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'NORTH', 'h', 2, 4)",4,3,2,2,2,2,3,4,3,2,4,3,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'NORTH', 'h', 3, 4)",4,3,2,2,2,2,3,4,3,2,4,3,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'NORTH', 'v', 1, 2)",3,3,3,2,2,3,2,4,3,2,4,3,0,0
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'NORTH', 'v', 1, 3)",3,3,3,1,2,3,3,4,3,2,4,3,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'NORTH', 'v', 2, 3)",4,2,3,2,1,3,3,4,3,2,4,3,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'NORTH', 'v', 3, 3)",4,3,2,2,2,2,3,4,3,2,4,3,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'EAST', 'h', 0, 3)",3,3,3,1,2,3,3,4,3,2,4,3,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'EAST', 'h', 1, 3)",3,2,3,2,2,3,3,4,3,2,4,3,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'EAST', 'h', 2, 3)",4,2,3,2,1,3,3,4,3,2,4,3,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'EAST', 'h', 2, 4)",4,3,2,2,2,2,3,4,3,2,4,3,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'EAST', 'h', 3, 4)",4,3,2,2,2,2,3,4,3,2,4,3,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'EAST', 'v', 1, 2)",3,3,3,2,2,3,2,4,3,2,4,3,0,0
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'EAST', 'v', 1, 3)",3,3,3,1,2,3,3,4,3,2,4,3,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'EAST', 'v', 2, 3)",4,2,3,2,1,3,3,4,3,2,4,3,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'EAST', 'v', 3, 3)",4,3,2,2,2,2,3,4,3,2,4,3,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'SOUTH', 'h', 0, 3)",3,3,3,1,2,3,3,4,4,2,4,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'SOUTH', 'h', 1, 3)",3,2,3,2,2,3,3,4,4,2,4,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'SOUTH', 'h', 2, 3)",4,2,3,2,1,3,3,4,4,2,4,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'SOUTH', 'h', 2, 4)",4,3,2,2,2,2,3,4,4,2,4,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'SOUTH', 'h', 3, 4)",4,3,2,2,2,2,3,4,4,2,4,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'SOUTH', 'v', 1, 2)",3,3,3,2,2,3,2,4,4,2,4,4,0,0
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'SOUTH', 'v', 1, 3)",3,3,3,1,2,3,3,4,4,2,4,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'SOUTH', 'v', 2, 3)",4,2,3,2,1,3,3,4,4,2,4,4,1,1
3,Nan,1,"(2, 'SOUTH', 'h', 1, 2)","(2, 'SOUTH', 'v', 3, 3)",4,3,2,2,2,2,3,4,4,2,4,4,1,1
3,83.0,1,"(2, 'SOUTH', 'v', 1, 2)","(0, 'WEST', 'h', 0, 3)",2,3,3,1,2,3,3,4,4,3,3,3,0,0
3,83.33333333333333,1,"(2, 'SOUTH', 'v', 1, 2)","(0, 'WEST', 'h', 1, 3)",2,2,3,2,2,3,3,4,4,3,3,3,0,0
3,78.0,1,"(2, 'SOUTH', 'v', 1, 2)","(0, 'WEST', 'h', 2, 3)",3,2,3,2,1,3,3,4,4,3,3,3,0,0
3,82.0,1,"(2, 'SOUTH', 'v', 1, 2)","(0, 'WEST', 'h', 2, 4)",3,3,2,2,2,2,3,4,4,3,3,3,0,0
3,76.0,1,"(2, 'SOUTH', 'v', 1, 2)","(0, 'WEST', 'h', 3, 4)",3,3,2,2,2,2,3,4,4,3,3,3,0,0
3,82.0,1,"(2, 'SOUTH', 'v', 1, 2)","(0, 'WEST', 'v', 1, 3)",2,3,3,1,2,3,3,4,4,3,3,3,0,0
3,80.0,1,"(2, 'SOUTH', 'v', 1, 2)","(0, 'WEST', 'v', 2, 3)",3,2,3,2,1,3,3,4,4,3,3,3,0,0
3,82.8,1,"(2, 'SOUTH', 'v', 1, 2)","(0, 'WEST', 'v', 3, 3)",3,3,2,2,2,2,3,4,4,3,3,3,0,0
3,83.33333333333333,1,"(2, 'SOUTH', 'v', 1, 2)","(0, 'NORTH', 'h', 0, 3)",2,3,3,1,2,3,4,4,4,3,2,3,0,0
3,81.0,1,"(2, 'SOUTH', 'v', 1, 2)","(0, 'NORTH', 'h', 1, 3)",2,2,3,2,2,3,4,4,4,3,2,3,0,0
3,80.0,1,"(2, 'SOUTH', 'v', 1, 2)","(0, 'NORTH', 'h', 2, 3)",3,2,3,2,1,3,4,4,4,3,2,3,0,0
3,76.0,1,"(2, 'SOUTH', 'v', 1, 2)","(0, 'NORTH', 'h', 2, 4)",3,3,2,2,2,2,4,4,4,3,2,3,0,0
3,80.0,1,"(2, 'SOUTH', 'v', 1, 2)","(0, 'NORTH', 'h', 3, 4)",3,3,2,2,2,2,4,4,4,3,2,3,0,0
3,76.0,1,"(2, 'SOUTH', 'v', 1, 2)","(0, 'NORTH', 'v', 1, 3)",2,3,3,1,2,3,4,4,4,3,2,3,0,0
3,72.0,1,"(2, 'SOUTH', 'v', 1, 2)","(0, 'NORTH', 'v', 2, 3)",3,2,3,2,1,3,4,4,4,3,2,3,0,0
3,70.0,1,"(2, 'SOUTH', 'v', 1, 2)","(0, 'NORTH', 'v', 3, 3)",3,3,2,2,2,2,4,4,4,3,2,3,0,0
3,82.0,1,"(2, 'SOUTH', 'v', 1, 2)","(0, 'EAST', 'h', 0, 3)",2,3,3,1,2,3,3,4,4,2,2,3,0,0
3,80.0,1,"(2, 'SOUTH', 'v', 1, 2)","(0, 'EAST', 'h', 1, 3)",2,2,3,2,2,3,3,4,4,2,2,3,0,0
3,82.0,1,"(2, 'SOUTH', 'v', 1, 2)","(0, 'EAST', 'h', 2, 3)",3,2,3,2,1,3,3,4,4,2,2,3,0,0
3,82.0,1,"(2, 'SOUTH', 'v', 1, 2)","(0, 'EAST', 'h', 2, 4)",3,3,2,2,2,2,3,4,4,2,2,3,0,0
3,68.0,1,"(2, 'SOUTH', 'v', 1, 2)","(0, 'EAST', 'h', 3, 4)",3,3,2,2,2,2,3,4,4,2,2,3,0,0
3,80.0,1,"(2, 'SOUTH', 'v', 1, 2)","(0, 'EAST', 'v', 1, 3)",2,3,3,1,2,3,3,4,4,2,2,3,0,0
3,80.0,1,"(2, 'SOUTH', 'v', 1, 2)","(0, 'EAST', 'v', 2, 3)",3,2,3,2,1,3,3,4,4,2,2,3,0,0
3,78.0,1,"(2, 'SOUTH', 'v', 1, 2)","(0, 'EAST', 'v', 3, 3)",3,3,2,2,2,2,3,4,4,2,2,3,0,0
3,83.5,1,"(2, 'SOUTH', 'v', 1, 2)","(1, 'WEST', 'h', 0, 3)",2,3,3,1,2,3,3,4,4,2,3,4,0,0
3,74.0,1,"(2, 'SOUTH', 'v', 1, 2)","(1, 'WEST', 'h', 1, 3)",2,2,3,2,2,3,3,4,4,2,3,4,0,0
3,83.33333333333333,1,"(2, 'SOUTH', 'v', 1, 2)","(1, 'WEST', 'h', 2, 3)",3,2,3,2,1,3,3,4,4,2,3,4,0,0
3,82.0,1,"(2, 'SOUTH', 'v', 1, 2)","(1, 'WEST', 'h', 2, 4)",3,3,2,2,2,2,3,4,4,2,3,4,0,0
3,76.0,1,"(2, 'SOUTH', 'v', 1, 2)","(1, 'WEST', 'h', 3, 4)",3,3,2,2,2,2,3,4,4,2,3,4,0,0
3,82.0,1,"(2, 'SOUTH', 'v', 1, 2)","(1, 'WEST', 'v', 1, 3)",2,3,3,1,2,3,3,4,4,2,3,4,0,0
3,80.0,1,"(2, 'SOUTH', 'v', 1, 2)","(1, 'WEST', 'v', 2, 3)",3,2,3,2,1,3,3,4,4,2,3,4,0,0
3,83.6,1,"(2, 'SOUTH', 'v', 1, 2)","(1, 'WEST', 'v', 3, 3)",3,3,2,2,2,2,3,4,4,2,3,4,0,0
3,78.0,1,"(2, 'SOUTH', 'v', 1, 2)","(1, 'NORTH', 'h', 0, 3)",2,3,3,1,2,3,3,3,4,3,3,4,0,0
3,82.0,1,"(2, 'SOUTH', 'v', 1, 2)","(1, 'NORTH', 'h', 1, 3)",2,2,3,2,2,3,3,3,4,3,3,4,0,0
3,76.0,1,"(2, 'SOUTH', 'v', 1, 2)","(1, 'NORTH', 'h', 2, 3)",3,2,3,2,1,3,3,3,4,3,3,4,0,0
3,76.0,1,"(2, 'SOUTH', 'v', 1, 2)","(1, 'NORTH', 'h', 2, 4)",3,3,2,2,2,2,3,3,4,3,3,4,0,0
3,80.0,1,"(2, 'SOUTH', 'v', 1, 2)","(1, 'NORTH', 'h', 3, 4)",3,3,2,2,2,2,3,3,4,3,3,4,0,0
3,80.0,1,"(2, 'SOUTH', 'v', 1, 2)","(1, 'NORTH', 'v', 1, 3)",2,3,3,1,2,3,3,3,4,3,3,4,0,0
3,74.0,1,"(2, 'SOUTH', 'v', 1, 2)","(1, 'NORTH', 'v', 2, 3)",3,2,3,2,1,3,3,3,4,3,3,4,0,0
3,78.0,1,"(2, 'SOUTH', 'v', 1, 2)","(1, 'NORTH', 'v', 3, 3)",3,3,2,2,2,2,3,3,4,3,3,4,0,0
3,80.0,1,"(2, 'SOUTH', 'v', 1, 2)","(1, 'SOUTH', 'h', 0, 3)",2,3,3,1,2,3,3,3,4,2,2,4,0,0
3,62.0,1,"(2, 'SOUTH', 'v', 1, 2)","(1, 'SOUTH', 'h', 1, 3)",2,2,3,2,2,3,3,3,4,2,2,4,0,0
3,82.0,1,"(2, 'SOUTH', 'v', 1, 2)","(1, 'SOUTH', 'h', 2, 3)",3,2,3,2,1,3,3,3,4,2,2,4,0,0
3,76.0,1,"(2, 'SOUTH', 'v', 1, 2)","(1, 'SOUTH', 'h', 2, 4)",3,3,2,2,2,2,3,3,4,2,2,4,0,0
3,81.0,1,"(2, 'SOUTH', 'v', 1, 2)","(1, 'SOUTH', 'h', 3, 4)",3,3,2,2,2,2,3,3,4,2,2,4,0,0
3,72.0,1,"(2, 'SOUTH', 'v', 1, 2)","(1, 'SOUTH', 'v', 1, 3)",2,3,3,1,2,3,3,3,4,2,2,4,0,0
3,78.0,1,"(2, 'SOUTH', 'v', 1, 2)","(1, 'SOUTH', 'v', 2, 3)",3,2,3,2,1,3,3,3,4,2,2,4,0,0
3,83.0,1,"(2, 'SOUTH', 'v', 1, 2)","(1, 'SOUTH', 'v', 3, 3)",3,3,2,2,2,2,3,3,4,2,2,4,0,0
3,83.33333333333333,1,"(2, 'SOUTH', 'v', 1, 2)","(2, 'NORTH', 'h', 0, 3)",2,3,3,1,2,3,3,4,3,3,4,3,0,0
3,70.0,1,"(2, 'SOUTH', 'v', 1, 2)","(2, 'NORTH', 'h', 1, 3)",2,2,3,2,2,3,3,4,3,3,4,3,0,0
3,74.0,1,"(2, 'SOUTH', 'v', 1, 2)","(2, 'NORTH', 'h', 2, 3)",3,2,3,2,1,3,3,4,3,3,4,3,0,0
3,72.0,1,"(2, 'SOUTH', 'v', 1, 2)","(2, 'NORTH', 'h', 2, 4)",3,3,2,2,2,2,3,4,3,3,4,3,0,0
3,68.0,1,"(2, 'SOUTH', 'v', 1, 2)","(2, 'NORTH', 'h', 3, 4)",3,3,2,2,2,2,3,4,3,3,4,3,0,0
3,76.0,1,"(2, 'SOUTH', 'v', 1, 2)","(2, 'NORTH', 'v', 1, 3)",2,3,3,1,2,3,3,4,3,3,4,3,0,0
3,80.0,1,"(2, 'SOUTH', 'v', 1, 2)","(2, 'NORTH', 'v', 2, 3)",3,2,3,2,1,3,3,4,3,3,4,3,0,0
3,78.0,1,"(2, 'SOUTH', 'v', 1, 2)","(2, 'NORTH', 'v', 3, 3)",3,3,2,2,2,2,3,4,3,3,4,3,0,0
3,76.0,1,"(2, 'SOUTH', 'v', 1, 2)","(2, 'EAST', 'h', 0, 3)",2,3,3,1,2,3,3,4,3,3,4,3,0,0
3,82.0,1,"(2, 'SOUTH', 'v', 1, 2)","(2, 'EAST', 'h', 1, 3)",2,2,3,2,2,3,3,4,3,3,4,3,0,0
3,74.0,1,"(2, 'SOUTH', 'v', 1, 2)","(2, 'EAST', 'h', 2, 3)",3,2,3,2,1,3,3,4,3,3,4,3,0,0
3,76.0,1,"(2, 'SOUTH', 'v', 1, 2)","(2, 'EAST', 'h', 2, 4)",3,3,2,2,2,2,3,4,3,3,4,3,0,0
3,82.0,1,"(2, 'SOUTH', 'v', 1, 2)","(2, 'EAST', 'h', 3, 4)",3,3,2,2,2,2,3,4,3,3,4,3,0,0
3,74.0,1,"(2, 'SOUTH', 'v', 1, 2)","(2, 'EAST', 'v', 1, 3)",2,3,3,1,2,3,3,4,3,3,4,3,0,0
3,72.0,1,"(2, 'SOUTH', 'v', 1, 2)","(2, 'EAST', 'v', 2, 3)",3,2,3,2,1,3,3,4,3,3,4,3,0,0
3,76.0,1,"(2, 'SOUTH', 'v', 1, 2)","(2, 'EAST', 'v', 3, 3)",3,3,2,2,2,2,3,4,3,3,4,3,0,0
3,86.55882352941177,1,"(2, 'SOUTH', 'v', 1, 2)","(2, 'SOUTH', 'h', 0, 3)",2,3,3,1,2,3,3,4,4,3,4,4,0,0
3,82.66666666666667,1,"(2, 'SOUTH', 'v', 1, 2)","(2, 'SOUTH', 'h', 1, 3)",2,2,3,2,2,3,3,4,4,3,4,4,0,0
3,83.0,1,"(2, 'SOUTH', 'v', 1, 2)","(2, 'SOUTH', 'h', 2, 3)",3,2,3,2,1,3,3,4,4,3,4,4,0,0
3,82.0,1,"(2, 'SOUTH', 'v', 1, 2)","(2, 'SOUTH', 'h', 2, 4)",3,3,2,2,2,2,3,4,4,3,4,4,0,0
3,78.0,1,"(2, 'SOUTH', 'v', 1, 2)","(2, 'SOUTH', 'h', 3, 4)",3,3,2,2,2,2,3,4,4,3,4,4,0,0
3,74.0,1,"(2, 'SOUTH', 'v', 1, 2)","(2, 'SOUTH', 'v', 1, 3)",2,3,3,1,2,3,3,4,4,3,4,4,0,0
3,80.0,1,"(2, 'SOUTH', 'v', 1, 2)","(2, 'SOUTH', 'v', 2, 3)",3,2,3,2,1,3,3,4,4,3,4,4,0,0
3,80.66666666666667,1,"(2, 'SOUTH', 'v', 1, 2)","(2, 'SOUTH', 'v', 3, 3)",3,3,2,2,2,2,3,4,4,3,4,4,0,0
4,86.0,0,"(0, 'WEST', 'h', 0, 3)","(0, 'SOUTH', 'h', 1, 1)",3,3,4,3,2,3,3,3,3,3,3,3,2,0
4,86.0,0,"(0, 'WEST', 'h', 0, 3)","(0, 'SOUTH', 'h', 2, 1)",3,3,3,3,3,3,3,3,3,3,3,3,0,0
4,84.0,0,"(0, 'WEST', 'h', 0, 3)","(0, 'SOUTH', 'h', 3, 1)",3,4,3,3,3,2,3,3,3,3,3,3,2,0
4,82.0,0,"(0, 'WEST', 'h', 0, 3)","(0, 'SOUTH', 'h', 0, 2)",2,4,4,2,3,3,3,3,3,3,3,3,2,0
4,72.0,0,"(0, 'WEST', 'h', 0, 3)","(0, 'SOUTH', 'v', 2, 0)",3,3,4,3,2,3,3,3,3,3,3,3,2,0
4,Nan,0,"(0, 'WEST', 'h', 0, 3)","(0, 'SOUTH', 'v', 3, 0)",3,4,3,3,3,2,3,3,3,3,3,3,2,0
4,Nan,0,"(0, 'WEST', 'h', 0, 3)","(0, 'SOUTH', 'v', 0, 1)",2,4,4,2,3,3,3,3,3,3,3,3,2,0
4,Nan,0,"(0, 'WEST', 'h', 0, 3)","(0, 'SOUTH', 'v', 2, 1)",3,3,4,3,2,3,3,3,3,3,3,3,2,0
4,Nan,0,"(0, 'WEST', 'h', 0, 3)","(0, 'SOUTH', 'v', 3, 1)",3,4,3,3,3,2,3,3,3,3,3,3,2,0
4,Nan,0,"(0, 'WEST', 'h', 0, 3)","(0, 'SOUTH', 'v', 0, 2)",2,4,4,2,3,3,3,3,3,3,3,3,2,0
4,Nan,0,"(0, 'WEST', 'h', 0, 3)","(1, 'EAST', 'h', 1, 1)",3,3,4,3,2,3,2,4,3,2,3,2,2,2
4,Nan,0,"(0, 'WEST', 'h', 0, 3)","(1, 'EAST', 'h', 2, 1)",3,3,3,3,3,3,2,4,3,2,3,2,0,2
4,Nan,0,"(0, 'WEST', 'h', 0, 3)","(1, 'EAST', 'h', 3, 1)",3,4,3,3,3,2,2,4,3,2,3,2,2,2
4,Nan,0,"(0, 'WEST', 'h', 0, 3)","(1, 'EAST', 'h', 0, 2)",2,4,4,2,3,3,2,4,3,2,3,2,2,2
4,Nan,0,"(0, 'WEST', 'h', 0, 3)","(1, 'EAST', 'v', 2, 0)",3,3,4,3,2,3,2,4,3,2,3,2,2,2
4,Nan,0,"(0, 'WEST', 'h', 0, 3)","(1, 'EAST', 'v', 3, 0)",3,4,3,3,3,2,2,4,3,2,3,2,2,2
